Canons Ward,	51.6028314326,	-0.333040965631,	51.6405317607,	-0.279127412355
Rayners Lane Ward,	51.5630722061,	-0.385934799927,	51.5839188696,	-0.365148417074
Roxbourne Ward,	51.5589687629,	-0.382381308101,	51.5733806056,	-0.349296761538
West Harrow Ward,	51.5692929447,	-0.370619669601,	51.5847017622,	-0.341807519095
Hatch End Ward,	51.5997736724,	-0.389699128613,	51.6206488715,	-0.350825914465
Headstone South Ward,	51.579802685,	-0.363371444513,	51.5952957374,	-0.341520369571
Kenton West Ward,	51.5821035426,	-0.331830252499,	51.6011756302,	-0.301235696014
Wealdstone Ward,	51.5938122465,	-0.349790978846,	51.6044077821,	-0.323568442219
Belmont1 Ward,	51.5976243824,	-0.328021045,	51.612788564,	-0.296731155857
Kenton East Ward,	51.5850478575,	-0.310955317256,	51.5953205754,	-0.28227148525
Queensbury2 Ward,	51.5926097269,	-0.313403936535,	51.6070921863,	-0.279351953772
Edgware2 Ward,	51.5962289933,	-0.291828877133,	51.6107435803,	-0.267155870221
Northwick Park Ward,	51.5573925476,	-0.331329519144,	51.5821035426,	-0.303915202391
Wembley Central Ward,	51.5404769681,	-0.30775311607,	51.5597727981,	-0.283505735242
Preston Ward,	51.5561452085,	-0.312571023049,	51.5776036994,	-0.279015134275
Stonebridge Ward,	51.5284059181,	-0.289388242648,	51.558921913,	-0.250228899115
Welsh Harp Ward,	51.553816935,	-0.269177353088,	51.5781063375,	-0.245234507828
Barnhill1 Ward,	51.558921913,	-0.298776390291,	51.5844576488,	-0.261383553491
Fryent Ward,	51.5710184793,	-0.281415020828,	51.5925767047,	-0.248284315475
Sudbury Ward,	51.5469912353,	-0.335584420386,	51.5629717313,	-0.300554329119
Alperton Ward,	51.5319825043,	-0.31259833852,	51.5492497829,	-0.276900208483
Kensal Green Ward,	51.5299177446,	-0.248484942806,	51.5403099979,	-0.223114687354
Harlesden Ward,	51.5334430854,	-0.256714220573,	51.5498591305,	-0.242493626158
Willesden Green Ward,	51.5366799054,	-0.246987569756,	51.5525427874,	-0.218350649398
Queens Park Ward,	51.5279281919,	-0.226975818725,	51.5425958719,	-0.199325695271
Brondesbury Park Ward,	51.5360536636,	-0.233078197453,	51.5487358857,	-0.201931796333
Kilburn1 Ward,	51.5276540107,	-0.207663541118,	51.5452859169,	-0.191483480442
Tokyngton Ward,	51.5419632977,	-0.294015733424,	51.5633447543,	-0.265428112303
Kenton Ward,	51.573208763,	-0.317089462028,	51.5872799203,	-0.278541424976
Dudden Hill Ward,	51.5456394619,	-0.253499126106,	51.5650684034,	-0.220800030631
Dollis Hill Ward,	51.5557889685,	-0.250328626333,	51.5728047231,	-0.220662689098
Mapesbury Ward,	51.5468112398,	-0.231407647031,	51.5616732076,	-0.203589387594
Queensbury1 Ward,	51.5848105082,	-0.290421892726,	51.6003703481,	-0.257178245261
Underhill Ward,	51.6365272062,	-0.268428061467,	51.6530106766,	-0.184086320272
High Barnet Ward,	51.641011409,	-0.255482656449,	51.6701668578,	-0.17361488601
West Hendon Ward,	51.5684614978,	-0.254631799511,	51.5881074945,	-0.212033980074
Golders Green Ward,	51.5629268864,	-0.232235543547,	51.5897938073,	-0.197120598379
Colindale Ward,	51.5802854339,	-0.259770164704,	51.6082723429,	-0.236578715468
Childs Hill Ward,	51.5551861115,	-0.222389841884,	51.577095451,	-0.183481790743
Garden Suburb Ward,	51.5680064819,	-0.200535933168,	51.5943942233,	-0.161350926684
Finchley Church End Ward,	51.588723516,	-0.225656103646,	51.6049827438,	-0.181326243198
East Finchley Ward,	51.5844602726,	-0.184591077583,	51.6057884701,	-0.156325241563
Edgware1 Ward,	51.6069709924,	-0.305597635769,	51.6411906322,	-0.262457152525
Mill Hill Ward,	51.5974844677,	-0.256269290122,	51.6304878851,	-0.195196288974
Hale Ward,	51.6069305738,	-0.273145770363,	51.6428417262,	-0.235946024138
Totteridge Ward,	51.6105909013,	-0.237459462766,	51.6424615881,	-0.167752771052
Oakleigh Ward,	51.6188952375,	-0.190005552135,	51.650141765,	-0.151658198795
Woodhouse Ward,	51.5991593809,	-0.184224314942,	51.623910596,	-0.15715137575
Coppetts Ward,	51.5974457169,	-0.165095095904,	51.6233307689,	-0.138785573133
Brunswick Park1 Ward,	51.6154844175,	-0.162240574034,	51.6393132471,	-0.129147235439
East Barnet Ward,	51.6335074438,	-0.175553909032,	51.6605678712,	-0.142143744641
Burnt Oak Ward,	51.5941742235,	-0.27493258587,	51.6104578086,	-0.247285030009
Hendon Ward,	51.5810131694,	-0.238484701827,	51.6018487803,	-0.204882360212
West Finchley Ward,	51.5961412491,	-0.202123631498,	51.6167068101,	-0.175505509117
Streatham South Ward,	51.410991092,	-0.14809036238,	51.423644959,	-0.112685545871
St. Leonard's Ward,	51.4180553033,	-0.139972897649,	51.4401497904,	-0.124152421816
Streatham Wells Ward,	51.4230604887,	-0.131082165072,	51.4381770531,	-0.111220179185
Knight's Hill Ward,	51.4225706726,	-0.118069304452,	51.4385182279,	-0.0969060923613
Thornton Ward,	51.4416954817,	-0.14569643922,	51.4549862402,	-0.12733059242
Streatham Hill Ward,	51.4359937025,	-0.137497595341,	51.4469264142,	-0.106030970206
Clapham Common Ward,	51.4495561907,	-0.149693436211,	51.4620156702,	-0.128956071136
Brixton Hill Ward,	51.4436879378,	-0.13081778216,	51.4612177888,	-0.115783582011
Tulse Hill Ward,	51.4404187228,	-0.122067649228,	51.4612379695,	-0.108273309447
Coldharbour Ward,	51.4557976723,	-0.115740028654,	51.4707979586,	-0.101540345688
Ferndale Ward,	51.4593076408,	-0.134081053722,	51.470731614,	-0.112464784035
Larkhall Ward,	51.4633205196,	-0.13974125079,	51.4756370645,	-0.118140577804
Oval Ward,	51.4772403812,	-0.130661716158,	51.4882945118,	-0.104046886108
Vassall Ward,	51.4702062431,	-0.120059558115,	51.4812830553,	-0.0993750945392
Gipsy Hill Ward,	51.4192678915,	-0.103679850149,	51.4360981186,	-0.0783066824
Thurlow Park Ward,	51.4336337512,	-0.111518828407,	51.450356971,	-0.0904647458301
Herne Hill Ward,	51.4457682479,	-0.113977234234,	51.4726274895,	-0.0900711238448
Bishop's Ward,	51.4923324013,	-0.12282604479,	51.5098711793,	-0.105947664484
Clapham Town Ward,	51.459720908,	-0.151231399267,	51.4715925747,	-0.130687374472
Stockwell Ward,	51.468976269,	-0.133980273439,	51.4801991892,	-0.116365021819
Prince's Ward,	51.4844994259,	-0.127166752856,	51.4954990063,	-0.103156214357
College Ward,	51.4206091368,	-0.0928744717281,	51.4497417979,	-0.0622198978146
Riverside Ward,	51.4922495605,	-0.0888545079116,	51.5078834687,	-0.0576008772485
Village3 Ward,	51.4408902894,	-0.101478913539,	51.4611207426,	-0.0712122257973
South Camberwell Ward,	51.4541045667,	-0.0922117963385,	51.4696302437,	-0.0714205323842
East Dulwich Ward,	51.4467593886,	-0.0829500513078,	51.4618099907,	-0.0647850976958
Peckham Rye Ward,	51.4473520504,	-0.0714205323842,	51.4643208442,	-0.0416486343974
Camberwell Green Ward,	51.4698808506,	-0.105554276049,	51.4837524063,	-0.0857997907846
Brunswick Park2 Ward,	51.4676131635,	-0.0930310534151,	51.4809517365,	-0.0774310981942
The Lane Ward,	51.4614172397,	-0.0796213883622,	51.4743394323,	-0.0548633325114
Nunhead Ward,	51.4569630521,	-0.0642780402392,	51.4789087892,	-0.0451055883131
Peckham Ward,	51.4733402941,	-0.0856699881356,	51.4827243997,	-0.0609794118001
Newington Ward,	51.4791469619,	-0.108452500029,	51.4933383056,	-0.0939579612038
Faraday Ward,	51.4789962949,	-0.0958274855866,	51.4896205961,	-0.0797351811068
East Walworth Ward,	51.4817828478,	-0.100685784323,	51.495084256,	-0.0677274586337
Livesey Ward,	51.4734022565,	-0.0731560687258,	51.491084217,	-0.0493583070955
South Bermondsey Ward,	51.4839997746,	-0.0779768608242,	51.4950612965,	-0.0553174304265
Cathedrals Ward,	51.4914739004,	-0.111442547928,	51.5099093951,	-0.0877573915957
Grange2 Ward,	51.4888804964,	-0.0894625641281,	51.5058069367,	-0.0665547796172
Rotherhithe Ward,	51.4899856255,	-0.0610165490866,	51.5062968063,	-0.0410315876194
Surrey Docks Ward,	51.4902406702,	-0.0487993050985,	51.5086362369,	-0.029372569184
Chaucer Ward,	51.4939509286,	-0.100100311174,	51.5051865087,	-0.0797992215382
Bellingham Ward,	51.4135499671,	-0.0414233857775,	51.4436246273,	-0.00769202572567
Telegraph Hill Ward,	51.4548925937,	-0.0527630328964,	51.4780085909,	-0.0374549496423
Downham Ward,	51.4144830226,	-0.0174678385443,	51.4326434666,	0.0212867515029
Whitefoot Ward,	51.4259740809,	-0.0192604410681,	51.4454538376,	0.0191886525951
Blackheath Ward,	51.4565610355,	-0.015184467706,	51.4738532261,	0.0181236424966
Sydenham Ward,	51.4223666061,	-0.075093302896,	51.4337298485,	-0.0395223659327
Forest Hill Ward,	51.4305487027,	-0.0728617049318,	51.4503387565,	-0.0457485127709
Perry Vale Ward,	51.4285853968,	-0.0535147471937,	51.4423794233,	-0.032988634752
Rushey Green Ward,	51.4386494338,	-0.0343550149984,	51.4526949246,	-0.00564958697289
Catford South Ward,	51.4327743819,	-0.0242739980352,	51.4452611627,	0.0061856869431
Crofton Park Ward,	51.4419967709,	-0.0517902771854,	51.4596658171,	-0.025628850469
Ladywell Ward,	51.449922252,	-0.0391322912976,	51.4681354689,	-0.0161254738297
Lewisham Central Ward,	51.4450607713,	-0.0220533344078,	51.4693402339,	0.00550955951379
Brockley Ward,	51.4606983685,	-0.0402435750607,	51.4759089368,	-0.0171615951193
New Cross Ward,	51.4742957575,	-0.0543285206208,	51.4880990921,	-0.0168597098416
Grove Park Ward,	51.4223655559,	0.00550955951379,	51.448125827,	0.0390452943039
Lee Green Ward,	51.4454538376,	-0.00905071889134,	51.4591034411,	0.0224017273866
Evelyn Ward,	51.4784399382,	-0.0519586895013,	51.4935635399,	-0.022912059196
Middle Park and Sutcliffe Ward,	51.4404532195,	0.00927987979055,	51.466066921,	0.0497975574252
Coldharbour and New Eltham Ward,	51.4237349895,	0.039748519057,	51.4420399113,	0.0763883009772
Eltham South Ward,	51.4344030102,	0.0442705281839,	51.4591243788,	0.0880405881772
Shooters Hill Ward,	51.4615823198,	0.0532813091884,	51.4808662922,	0.0984895587439
Peninsula Ward,	51.4814127838,	-0.00555537215096,	51.5067681742,	0.035078486826
Woolwich Riverside Ward,	51.484097491,	0.0290174854977,	51.4978497884,	0.0786210276854
Greenwich West Ward,	51.4680363089,	-0.026408663328,	51.4867860279,	0.0121096395933
Eltham West Ward,	51.4514062645,	0.0209232188671,	51.4678545719,	0.0517249334987
Blackheath Westcombe Ward,	51.4640366647,	0.0013812829804,	51.4843916463,	0.0289367737001
Kidbrooke with Hornfair Ward,	51.4622524853,	0.0236388117879,	51.4795535143,	0.0550013082854
Eltham North Ward,	51.4507047645,	0.0465215011419,	51.4681102986,	0.082878282759
Charlton Ward,	51.4751343063,	0.0201703895774,	51.4893955138,	0.0520648905281
Woolwich Common Ward,	51.4706106764,	0.0473320521251,	51.4901386323,	0.0801480377033
Plumstead Ward,	51.4730742163,	0.0846702915917,	51.4952805238,	0.115489691235
Glyndon Ward,	51.4797724222,	0.0728872123539,	51.5011111587,	0.0912216591781
Thamesmead Moorings Ward,	51.4898254765,	0.0791189092904,	51.5135844752,	0.12098195075
Abbey Wood Ward,	51.47616466,	0.10180814864,	51.5007715127,	0.124160811399
Longlands Ward,	51.4137832347,	0.0746526896321,	51.4371143982,	0.111600918078
Blackfen and Lamorbey Ward,	51.4364508123,	0.0784185767655,	51.4556271045,	0.103229630543
Cray Meadows Ward,	51.4084834737,	0.10579848044,	51.4362298064,	0.156697585724
Sidcup Ward,	51.4223089312,	0.0835797378697,	51.4431945176,	0.120331636868
St. Mary's1 Ward,	51.4285396645,	0.1175359972,	51.4484069191,	0.170876428401
Crayford Ward,	51.4412072948,	0.161833758786,	51.4642254149,	0.20387367565
North End1 Ward,	51.4562294377,	0.176878562354,	51.4858769192,	0.223675837927
Erith Ward,	51.4744897124,	0.152084338056,	51.5073506142,	0.188375298485
Belvedere Ward,	51.4789928598,	0.134802794324,	51.5092543608,	0.165661034965
Thamesmead East Ward,	51.4913721372,	0.118296799606,	51.5155422478,	0.15325954662
Falconwood and Welling Ward,	51.4505821836,	0.0786371946886,	51.4649381799,	0.108038342942
East Wickham Ward,	51.4597187274,	0.0821454328217,	51.4761264444,	0.111772466451
Blendon and Penhill Ward,	51.4397048295,	0.0992778346636,	51.4517155377,	0.142807080728
Danson Park Ward,	51.4482926335,	0.101920331927,	51.4647128163,	0.133731681815
Christchurch Ward,	51.4466851616,	0.126705800305,	51.4646207222,	0.156908952563
St. Michael's Ward,	51.4638961277,	0.108843967172,	51.4789196018,	0.126891111665
Brampton Ward,	51.463536696,	0.123770586189,	51.4756944734,	0.15840350092
Northumberland Heath Ward,	51.4698694129,	0.135297360859,	51.4811692027,	0.168248422638
Barnehurst Ward,	51.444274342,	0.146621714371,	51.4650865415,	0.182305265723
Colyers Ward,	51.464307666,	0.156329314057,	51.4783522973,	0.181473734732
Lesnes Abbey Ward,	51.473563952,	0.121082342133,	51.4963863141,	0.144444679178
Chase Ward,	51.6600391346,	-0.163589667881,	51.6918741161,	-0.0489559315596
Winchmore Hill Ward,	51.6181859142,	-0.119501233838,	51.6404663268,	-0.0878000485254
Cockfosters Ward,	51.6365145044,	-0.185891042271,	51.6859193437,	-0.116105828393
Highlands Ward,	51.6434992248,	-0.127833815819,	51.6727367795,	-0.0903624721328
Upper Edmonton Ward,	51.6056345839,	-0.0973235741427,	51.6163398843,	-0.0339952658664
Palmers Green Ward,	51.6123042652,	-0.116290475966,	51.6268229226,	-0.082714217674
Edmonton Green Ward,	51.6112913203,	-0.0729612201714,	51.6272965024,	-0.0260006039308
Lower Edmonton Ward,	51.6189662175,	-0.0646170133775,	51.6339686002,	-0.0229481449303
Grange1 Ward,	51.6351189033,	-0.111850828558,	51.6538351461,	-0.0749609547329
Jubilee Ward,	51.6258039459,	-0.0700559725054,	51.6449601187,	-0.0147937156925
Ponders End Ward,	51.6367343067,	-0.0568467248941,	51.6519037996,	-0.0118635714268
Enfield Highway Ward,	51.6475299225,	-0.0517516200764,	51.6690232632,	-0.00894849103863
Bowes Ward,	51.6080435817,	-0.135502180101,	51.6163709722,	-0.08657777571
